"Acres #","MLS#","Cnty/IncC","Status","PropType","Address","Close Date","Price","Sold Price","SellerConc","SaleNotes","YearBuilt","DOM","Zip","# Baths","#FBaths","#HBaths","#BathsBG","#BathsML","#BathsULs","#Beds","#BedsML","#BedsULs","#BedsBG","TotFinSF","AGTotSF","AGFin","AGUnfin","BGTotSF","BGFin","BGUfin","Basement","Basement","GarAGUnf","GarTotAG","TotUnfinSF","ZA","AssnFee","Builder","Carpt#Car","City","CDOM","DOMLS","DepAGFin","DepAGUfin","DepBGFin","DepBGUfin","DepTotAG","DepTotBG","DepTotSF","VOW Addr","Zoning","SourceSqFt","RoadMaint","Garage#Car","Garage","Lockbox","Foreclosur","LenderOwn","ShortSale","How Sold","Lst Date","Cont Date","View","Level","Design","Heating","Air Conditioning","Fireplace","Walk Out","Inside Access","Crawl","Finished","Full","Heated","Outside Entrance","Rm01Lv","Rm10Lv","Rm11Lv","Rm12Lv","Rm13Lv","Rm14Lv","Rm15Lv","Rm16Lv","Rm17Lv","Rm18Lv","Rm19Lv","Rm02Lv","Rm20Lv","Rm21Lv","Rm22Lv","Rm23Lv","Rm24Lv","Rm25Lv","Rm26Lv","Rm27Lv","Rm28Lv","Rm29Lv","Rm03Lv","Rm30Lv","Rm04Lv","Rm05Lv","Rm06Lv","Rm07Lv","Rm08Lv","Rm09Lv","Rm01","Rm10","Rm11","Rm12","Rm13","Rm14","Rm15","Rm16","Rm17","Rm18","Rm19","Rm02","Rm20","Rm21","Rm22","Rm23","Rm24","Rm25","Rm26","Rm27","Rm28","Rm29","Rm03","Rm30","Rm04","Rm05","Rm06","Rm07","Rm08","Rm09","Attached Home","Structure-Deck/Porch","Garage Features","Amen HOA/COA/Club/Sub","Unit #","Dependencies","Association","SubArea"
"2.11","581362","001","SLD","Detached","575 GILLUMS RIDGE RD","10/22/2018","$380,000","$380,000","0","Sold","1986","2","22903","3.50","3","1","1.00","0.50","2.00","4","0","3","1","2296","1,664","1,664","0","832","632","200","Yes","FINSH","576","576","776",,,,,"CHARLOTTESVILLE","2","2",,,,,"0","0","0","No","RA Rural Area","Public Records","0","2.00","Y","CAAR","No","No","No","CNVFI","9/11/2018","9/13/2018",,"2 Story","Colonial","Central Heat, Heat Pump","Central AC","Brick, Gas, Two, Wood Burning","No","No","No","Yes","No","No","No","1","2","2","Basement","Basement",,,,,,,"1",,,,,,,,,,,"1",,"1","1","1","2","2","2","Foyer","Master Bedroom","Master Bath","Bedroom","Full Bath",,,,,,,"Living Room",,,,,,,,,,,"Dining Room",,"Kitchen","Laundry","Half Bath","Full Bath","Bedroom","Bedroom",,"Deck, Porch - Front","Attached, Faces Front, Large Vehicle",,,,"No",
